sentence,sentiment,impact,sentiments,impacts,batch,film_title
Showing how tornados are formed. ,Neutral,TBD,['Positive' 'Neutral' 'Positive' 'Neutral'],"['Engagement with Film' 'Impersonal Report' 'Shift in Knowledge'
 'Impersonal Report']",2,SuperTornado: Anatomy of a Megadisaster
about fell asleep. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Seeing the Beginning of Time
Been a big space geek since I was kid and this doc sure doesn't let a space nerd like myself down. ,Positive,Interest with Science Topic,['Positive' 'Positive' 'Positive' 'Positive'],"['Interest with Science Topic' 'Engagement with Film'
 'Interest with Science Topic' 'Interest with Science Topic']",2,Seeing the Beginning of Time
Fantastic high resolution images of Jupiter's dynamic atmosphere and major moons. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,The Jupiter Enigma
"The ""Universe Works"", or ""Through The Wormhole"", this will blow your mind, watch this. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Interest with Science Topic' 'Engagement with Film'
 'Interest with Science Topic' 'Engagement with Film']",2,Seeing the Beginning of Time
If you liked tHow ,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral' 'Positive'],['Not applicable' 'Not applicable' 'Not applicable' 'Engagement with Film'],2,Seeing the Beginning of Time
lol. ,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable' 'Not applicable'],2,Seeing the Beginning of Time
Great information on the storms ,Positive,Interest with Science Topic,['Positive' 'Positive' 'Positive' 'Positive'],"['Shift in Knowledge' 'Engagement with Film' 'Interest with Science Topic'
 'Shift in Knowledge']",2,SuperTornado: Anatomy of a Megadisaster
Really staggering ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film'
 'Interest with Science Topic' 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster
"Most of the 3D is just depth which isn't that exciting, particularly in a production that has all the potential for spectacular visuals. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Space Junk
"A string of 10 second images, sound bites and overwhelming audio effects lots of shock and awe very little information...very disappointing PBS ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Seeing the Beginning of Time
"Also enjoyed the music, it was relaxing. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,The Jupiter Enigma
"I liked the brief interviews with Beth Williams, she is very articulate and clearly knows what she's talking about. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Interest with Science Topic' 'Engagement with Film'
 'Engagement with Film' 'Engagement with Film']",2,Seeing the Beginning of Time
 He's got a kind of young James Earl Jones thing going on that just pulls you in. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Solar Superstorms: Journey to the Center of the Sun
"i kept falling asleep because of the narrator, if you're trying to go to sleep and can't, this will help. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster
A bonus image of a planet 63 light years away for comparison with Jupiter and the early stages of our own solar system. ,Neutral,Engagement with Film,['Positive' 'Neutral' 'Positive' 'Neutral'],"['Engagement with Film' 'Impersonal Report' 'Impersonal Report'
 'Interest with Science Topic']",2,The Jupiter Enigma
"Unfortunately,HUGE lack of actual facts. ",Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative' 'Negative'],"['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'
 'Shift in Knowledge']",2,The Jupiter Enigma
Fifty minutes of listening to an automated voice menu system explain the origin of the universe is cited by the United Nations as a pernicious form of torture. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Seeing the Beginning of Time
the speaker made it very boring. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Seeing the Beginning of Time
very well done kept me interested im very huge tornado watcher and lightning too ,Positive,Interest with Science Topic,['Positive' 'Positive' 'Positive' 'Positive'],"['Interest with Science Topic' 'Interest with Science Topic'
 'Interest with Science Topic' 'Interest with Science Topic']",2,SuperTornado: Anatomy of a Megadisaster
Great documentary. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Space Junk
It turned out to be a lot better then I had figured. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Not applicable']",2,SuperTornado: Anatomy of a Megadisaster
Another Amateur Hour documentary. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,The Jupiter Enigma
The animation in this documentary is incredible. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Seeing the Beginning of Time
 Heed them well! ,Neutral,Not applicable,['Neutral' 'Neutral' 'Positive' 'Positive'],"['Not applicable' 'Not applicable' 'Interest with Science Topic'
 'Not applicable']",2,SuperTornado: Anatomy of a Megadisaster
Interesting topic but blah movie ,Negative,Engagement with Film,['Negative' 'Positive' 'Negative' 'Positive'],"['Engagement with Film' 'Interest with Science Topic'
 'Engagement with Film' 'Interest with Science Topic']",2,SuperTornado: Anatomy of a Megadisaster
Picture QUALITY/Subject MATTER is just GREAT ! ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film'
 'Interest with Science Topic' 'Engagement with Film']",2,Space Junk
Great 3D ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Space Junk
"The narration misuses the term ""evolution"" to describe the changes which are occurring to the universe. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Shift in Knowledge' 'Shift in Knowledge'
 'Engagement with Film']",2,Seeing the Beginning of Time
Not nearly as interesting as the NOVA documentary. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film'
 'Interest with Science Topic' 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster
To those of you living in tornado country: please watch this completely through in order to gain a better understanding of what to look for especially if nobody ever taught you previously. ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Interest with Science Topic' 'Shift in Knowledge'
 'Shift in Knowledge']",2,SuperTornado: Anatomy of a Megadisaster
"Probably, advanced cosmic enthusiasts can learn more. ",Negative,Shift in Knowledge,['Neutral' 'Negative' 'Negative' 'Negative'],"['Shift in Knowledge' 'Engagement with Film' 'Shift in Knowledge'
 'Shift in Knowledge']",2,Seeing the Beginning of Time
"Interesting subject, good narration. ",Positive,Interest with Science Topic,['Positive' 'Positive' 'Positive' 'Positive'],"['Interest with Science Topic' 'Interest with Science Topic'
 'Interest with Science Topic' 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster
"The meteorological science of tornado formation is clearly shown to being very close to extending the warning time for people in the storms path from, currently, 5 to 10 minutes to more than 20 minutes. ",Neutral,Impersonal Report,['Neutral' 'Neutral' 'Positive' 'Neutral'],"['Impersonal Report' 'Impersonal Report' 'Shift in Knowledge'
 'Shift in Knowledge']",2,SuperTornado: Anatomy of a Megadisaster
There is more to the story than just Jupiter. ,Neutral,TBD,['Negative' 'Neutral' 'Neutral' 'Positive'],"['Not applicable' 'Impersonal Report' 'Impersonal Report'
 'Interest with Science Topic']",2,The Jupiter Enigma
Why go outside and look at the night sky when I can see one inside my TV? ,Positive,Engagement with Film,['Positive' 'Positive' 'Neutral' 'Positive'],"['Engagement with Film' 'Interest with Science Topic' 'Impersonal Report'
 'Engagement with Film']",2,The Jupiter Enigma
and I don't understand why images from NASA and JPL were not used. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Space Junk
"good intro doc before watching gravity, nice demo of your 3d capabilities to your friends ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Space Junk
"While, the 3D effects are kind of hit and miss, the story itself is quite compelling, if not frightening. ",Positive,Engagement with Film,['Positive' 'Negative' 'Positive' 'Positive'],"['Interest with Science Topic' 'Engagement with Film'
 'Interest with Science Topic' 'Engagement with Film']",2,Space Junk
Glad that I watched it. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster
It's been a pretty high-ranking run of shows reviewed by yours-truly... ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Interest with Science Topic'
 'Engagement with Film' 'Engagement with Film']",2,Seeing the Beginning of Time
We are the universe trying to understand ourself ,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Impersonal Report' 'Not applicable'],2,Seeing the Beginning of Time
 Shame on the producers. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster
Gaurdian Angels ,Neutral,Not applicable,['Neutral' 'Positive' 'Neutral' 'Positive'],['Not applicable' 'Not applicable' 'Not applicable' 'Engagement with Film'],2,SuperTornado: Anatomy of a Megadisaster
so exhausting. ,Negative,Interest with Science Topic,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Interest with Science Topic'
 'Interest with Science Topic' 'Not applicable']",2,The Jupiter Enigma
 Loved how they did the simulated sessions of how a storm starts and produces a tornado. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster
"used to intrigue me as a child, but knowing reality and lies are now to be believed over actual evidence leaves me wanting real answers. ",Negative,Interest with Science Topic,['Negative' 'Negative' 'Negative' 'Negative'],"['Shift in Knowledge' 'Interest with Science Topic' 'Shift in Knowledge'
 'Interest with Science Topic']",2,The Jupiter Enigma
Wish I had read the other reviews before wasting my money.....boring and bad 3d........pass and save your money ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Space Junk
I enjoyed this program. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Interest with Science Topic']",2,Solar Superstorms: Journey to the Center of the Sun
This was so interesting and frightening. ,Positive,Interest with Science Topic,['Positive' 'Positive' 'Positive' 'Positive'],"['Interest with Science Topic' 'Interest with Science Topic'
 'Interest with Science Topic' 'Interest with Science Topic']",2,SuperTornado: Anatomy of a Megadisaster
Hate to be negative but the picture was all blurry and pixilated ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster
"I get that it's somber, but I could hardly stay awake from the dull monotone droning throughout. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster
